AAA,VN000000AAA4,BBG000BB42R4,"18,90","16,50","17,70","18,00","17,65","-0,05","-0,28","17,60","18,00","17,75","24.856,00","44.126,59"
AAM,VN000000AAM9,BBG000PDD0V4,"17,75","15,45","16,60","16,50","15,75","-0,85","-5,12","15,45","16,50","16,08","487,00","783,16"
AAT,VN000000AAT4,BBG00YQ95PD2,"15,35","13,35","14,35","14,35","14,70","0,35","2,44","14,10","14,70","14,37","11.867,00","17.051,58"
ABR,VN000000ABR6,BBG00L3G3992,"22,00","19,20","20,60","20,15","20,70","0,10","0,49","20,15","20,80","20,48","30,00","61,43"
ABS,VN000000ABS4,BBG00R8768Y5,"25,60","22,30","23,95","24,00","24,10","0,15","0,63","23,95","24,50","24,11","9.136,00","22.029,65"
ABT,VN000000ABT2,BBG000QMW140,"41,80","36,40","39,10","41,55","39,20","0,10","0,26","39,10","41,55","39,97","16,00","63,96"
ACB,VN000000ACB8,BBG000GYWBW2,"35,05","30,55","32,80","33,15","32,80","0,00","0,00","32,80","33,20","32,95","26.203,00","86.346,25"
ACC,VN000000ACC6,BBG000Q0SR00,"24,70","21,50","23,10","22,40","23,20","0,10","0,43","22,40","23,60","23,07","699,00","1.612,38"
ACL,VN000000ACL7,BBG000SW6J73,"24,60","21,40","23,00","23,20","22,90","-0,10","-0,43","22,40","23,20","22,75","1.235,00","2.809,68"
ADG,VN000000ADG5,BBG00R287D22,"53,20","46,30","49,75","49,70","50,30","0,55","1,11","49,70","50,40","50,03","1.034,00","5.172,59"
ADS,VN000000ADS0,BBG00D60X6Z6,"38,50","33,50","36,00","36,10","36,15","0,15","0,42","35,85","36,70","36,25","5.137,00","18.620,07"
AGG,VN000000AGG8,BBG00R4CKMT7,"55,90","48,65","52,30","52,10","51,80","-0,50","-0,96","51,00","52,60","51,90","3.649,00","18.938,67"
AGM,VN000000AGM6,BBG003NWY9K8,"61,70","53,70","57,70","57,00","57,90","0,20","0,35","53,70","60,00","56,26","10.084,00","56.737,37"
AGR,VN000000AGR5,BBG000PZH6N7,"21,45","18,65","20,05","20,30","20,30","0,25","1,25","20,10","20,35","20,22","8.618,00","17.427,40"
AMD,VN000000AMD3,BBG007GTX408,"7,35","6,39","6,87","6,98","7,11","0,24","3,49","6,90","7,11","7,00","70.854,00","49.607,00"
ANV,VN000000ANV3,BBG000P3VMH4,"44,40","38,60","41,50","42,30","40,15","-1,35","-3,25","40,00","42,30","40,97","3.579,00","14.661,52"
APC,VN000000APC8,BBG000Q921W1,"28,95","25,25","27,10","27,50","27,45","0,35","1,29","27,00","27,50","27,09","239,00","647,52"
APG,VN000000APG9,BBG000D4JBN6,"18,05","15,75","16,90","16,95","16,85","-0,05","-0,30","16,75","17,20","16,95","20.623,00","34.952,26"
APH,VN000000APH7 ,BBG00W4LTXR5,"28,45","24,75","26,60","27,00","26,70","0,10","0,38","26,60","27,65","26,98","59.903,00","161.610,11"
ASG,VN000000ASG3,BBG00W7CVXM4,"32,60","28,40","30,50","29,50","30,20","-0,30","-0,98","29,10","30,70","30,08","439,00","1.320,48"
ASM,VN000000ASM1,BBG0014KNPM3,"21,25","18,55","19,90","20,50","20,50","0,60","3,02","20,30","21,25","20,80","106.314,00","221.157,12"
ASP,VN000000ASP4,BBG000VBSQK0,"15,70","13,70","14,70","14,70","14,20","-0,50","-3,40","13,95","14,70","14,22","3.222,00","4.580,70"
AST,VN000000AST6,BBG00JM8H178,"65,00","56,60","60,80","61,00","60,80","0,00","0,00","59,80","61,20","60,61","222,00","1.345,45"
BAF,VN000000BAF1,BBG013T7PJ15,"66,80","58,20","62,50","62,40","64,30","1,80","2,88","61,80","64,60","63,68","19.767,00","125.875,76"
BBC,VN000000BBC6,BBG000M98XM0,"70,90","61,70","66,30","68,50","70,90","4,60","6,94","65,50","70,90","69,16","10,00","69,16"
BCE,VN000000BCE0,BBG000R2F295,"18,75","16,35","17,55","17,60","17,65","0,10","0,57","17,45","18,10","17,78","6.359,00","11.306,56"
BCG,VN000000BCG5,BBG009L07188,"28,20","24,60","26,40","26,40","27,00","0,60","2,27","26,40","28,00","27,35","116.975,00","319.925,40"
BCM,VN000000BCM3,BBG00K26M6H3,"79,10","68,90","74,00","75,00","74,00","0,00","0,00","73,90","75,30","74,67","1.538,00","11.483,54"
BFC,VN000000BFC7,BBG0017Z0D76,"42,45","36,95","39,70","39,80","37,00","-2,70","-6,80","36,95","40,00","37,86","16.532,00","62.594,19"
BHN,VN000000BHN0,BBG00F335DJ2,"62,10","54,10","58,10","58,00","59,00","0,90","1,55","58,00","59,50","58,85","43,00","253,04"
BIC,VN000000BIC1,BBG001YSZ884,"31,35","27,25","29,30","29,00","29,50","0,20","0,68","29,00","29,55","29,42","323,00","950,17"
BID,VN000000BID9,BBG002CV4JP0,"44,50","38,70","41,60","42,20","43,50","1,90","4,57","41,00","44,25","42,68","58.199,00","248.392,56"
BKG,VN000000BKG8 ,BBG00YN5C6J1,"12,35","10,75","11,55","11,55","11,75","0,20","1,73","11,55","11,90","11,69","8.741,00","10.218,66"
BMC,VN000000BMC3,BBG000QMW3B8,"28,45","24,75","26,60","27,15","25,90","-0,70","-2,63","25,70","27,40","26,42","1.662,00","4.390,46"
BMI,VN000000BMI0,BBG000QFQKS4,"42,25","36,75","39,50","39,75","39,80","0,30","0,76","39,60","40,40","39,97","2.023,00","8.085,99"
BMP,VN000000BMP5,BBG000PV15F4,"63,90","55,70","59,80","60,00","59,90","0,10","0,17","59,00","60,00","59,33","335,00","1.987,41"
BRC,VN000000BRC2,BBG0029S6WT6,"17,75","15,45","16,60","16,90","16,90","0,30","1,81","16,90","17,45","16,96","57,00","96,65"
BSI,VN000000BSI7,BBG001WRYLB6,"43,30","37,70","40,50","41,60","40,55","0,05","0,12","40,45","41,60","40,71","2.174,00","8.849,68"
BTP,VN000000BTP0,BBG000D2C0D2,"18,90","16,50","17,70","18,20","18,00","0,30","1,69","17,60","18,30","18,02","14,00","25,23"
BTT,VN000000BTT2,BBG000QK8WN2,"51,70","45,05","48,40","46,00","47,60","-0,80","-1,65","46,00","51,00","49,71","71,00","352,97"
BVH,VN000000BVH3,BBG000N1D3C7,"60,10","52,30","56,20","56,50","56,20","0,00","0,00","55,80","56,90","56,29","3.468,00","19.522,31"
BWE,VN000000BWE8,BBG00H3MN8Z9,"52,40","45,65","49,05","48,95","49,10","0,05","0,10","48,50","49,65","49,18","1.450,00","7.131,61"
C32,VN000000C325,BBG00161YQ67,"35,35","30,75","33,05","33,50","33,05","0,00","0,00","32,50","33,50","33,12","2.361,00","7.819,62"
C47,VN000000C473,BBG001LQT7H1,"21,70","18,90","20,30","20,60","20,30","0,00","0,00","20,00","20,60","20,25","2.674,00","5.415,32"
CACB2102,VN0CACB21024,,"2,57","0,33","1,45","1,52","1,42","-0,03","-2,07","1,40","1,52","1,46","2.554,00","374,10"
CACB2103,VN0CACB21032,,"3,46","0,01","1,21","1,21","1,36","0,15","12,40","1,21","1,37","1,34","71,00","9,52"
CACB2201,VN0CACB22014,,"1,69","0,57","1,13","1,14","1,15","0,02","1,77","1,14","1,18","1,16","7.018,00","815,60"
CACB2202,VN0CACB22022,,"1,73","0,23","0,98","0,99","0,99","0,01","1,02","0,98","1,04","1,02","1.110,00","112,78"
CAV,VN000000CAV6,BBG007GFJDV0,"63,10","54,90","59,00","59,10","59,00","0,00","0,00","59,00","59,10","59,08","12,00","70,90"
CCI,VN000000CCI9,BBG000QQTLJ5,"33,90","29,50","31,70","29,55","29,70","-2,00","-6,31","29,50","31,50","30,08","54,00","162,43"
CCL,VN000000CCL3,BBG001J682G3,"17,10","14,90","16,00","16,20","16,00","0,00","0,00","15,95","16,25","16,08","4.391,00","7.061,30"
CDC,VN000000CDC0,BBG000TS9159,"17,50","15,30","16,40","16,50","16,70","0,30","1,83","16,50","16,70","16,61","229,00","380,38"
CEE,VN000000CEE4,BBG00GNRW2L6,"17,10","14,90","16,00","15,55","15,75","-0,25","-1,56","15,55","16,30","15,99","84,00","134,29"
CFPT2108,VN0CFPT21084,,"2,71","0,59","1,65","1,65","1,75","0,10","6,06","1,65","1,75","1,75","101,00","17,67"
CFPT2109,VN0CFPT21092,,"1,19","0,01","0,39","0,38","0,42","0,03","7,69","0,36","0,45","0,40","1.688,00","67,95"
CFPT2111,VN0CFPT21118,,"1,83","0,01","0,55","0,53","0,57","0,02","3,64","0,49","0,57","0,54","572,00","31,03"
CFPT2201,VN0CFPT22017,,"2,10","0,50","1,30","1,30","1,34","0,04","3,08","1,29","1,34","1,33","706,00","93,65"
CFPT2202,VN0CFPT22025,,"2,09","0,81","1,45","1,55","1,45","0,00","0,00","1,45","1,55","1,52","2.569,00","391,62"
CHDB2103,VN0CHDB21035,,"0,68","0,22","0,45","0,45","0,46","0,01","2,22","0,43","0,46","0,45","288,00","12,97"
CHDB2201,VN0CHDB22017,,"1,36","0,60","0,98","0,98","1,00","0,02","2,04","0,95","1,02","0,98","2.177,00","212,82"
CHDB2202,VN0CHDB22025,,"1,63","0,37","1,00","1,06","1,10","0,10","10,00","1,06","1,14","1,09","874,00","94,86"
CHP,VN000000CHP3,BBG000QR8VJ4,"24,00","20,90","22,45","22,50","22,40","-0,05","-0,22","22,40","22,50","22,44","45,00","100,96"
CHPG2114,VN0CHPG21145,,"0,53","0,01","0,21","0,21","0,20","-0,01","-4,76","0,19","0,21","0,20","9.454,00","192,50"
CHPG2116,VN0CHPG21160,,"1,68","0,08","0,88","0,85","1,20","0,32","36,36","0,84","1,20","0,94","18,00","1,68"
CHPG2117,VN0CHPG21178,,"1,22","0,01","0,58","0,59","0,57","-0,01","-1,72","0,55","0,60","0,58","2.415,00","139,03"
CHPG2118,VN0CHPG21186,,"0,94","0,01","0,30","0,27","0,29","-0,01","-3,33","0,27","0,30","0,27","383,00","10,38"
CHPG2119,VN0CHPG21194,,"3,46","0,26","1,86","1,82","1,79","-0,07","-3,76","1,70","1,82","1,76","86,00","15,10"
CHPG2201,VN0CHPG22010,,"1,30","0,66","0,98","1,00","0,94","-0,04","-4,08","0,91","1,00","0,94","10.296,00","970,73"
CHPG2202,VN0CHPG22028,,"1,07","0,43","0,75","0,77","0,72","-0,03","-4,00","0,69","0,78","0,71","12.659,00","903,78"
CHPG2203,VN0CHPG22036,,"2,43","0,83","1,63","1,66","1,59","-0,04","-2,45","1,59","1,69","1,63","4.104,00","669,98"
CHPG2204,VN0CHPG22044,,"2,44","1,16","1,80","1,89","1,75","-0,05","-2,78","1,75","1,89","1,81","3.933,00","710,83"
CIG,VN000000CIG0,BBG001VHQTV9,"13,70","12,00","12,85","13,10","13,10","0,25","1,95","13,00","13,40","13,20","4.207,00","5.551,20"
CII,VN000000CII6,BBG000PM3W81,"32,80","28,60","30,70","31,10","30,55","-0,15","-0,49","30,55","31,20","30,88","38.747,00","119.643,96"
CKDH2107,VN0CKDH21077,,"1,53","0,67","1,10","1,05","1,14","0,04","3,64","1,04","1,20","1,16","1.300,00","150,64"
CKDH2201,VN0CKDH22018,,"1,37","0,51","0,94","0,94","0,98","0,04","4,26","0,92","1,05","0,97","3.699,00","357,02"
CKDH2202,VN0CKDH22026,,"2,66","0,92","1,79","1,75","1,95","0,16","8,94","1,75","2,04","1,92","826,00","158,36"
CKG,VN000000CKG6,BBG00HY73BZ3 ,"34,15","29,75","31,95","32,15","32,90","0,95","2,97","32,15","33,30","32,93","19.435,00","64.001,43"
CLC,VN000000CLC3,BBG000PT3N95,"40,05","34,85","37,45","37,50","37,80","0,35","0,93","37,20","37,90","37,44","110,00","411,84"
CLL,VN000000CLL4,BBG005S5V9Z4,"35,20","30,60","32,90","32,80","33,20","0,30","0,91","32,50","33,20","32,78","420,00","1.376,85"
CLW,VN000000CLW1,BBG001CW14L0,"38,45","33,45","35,95","0,00","0,00","-35,95","-100,00","0,00","0,00","0,00","0,00","0,00"
CMBB2107,VN0CMBB2107,,"2,70","0,50","1,60","1,67","1,63","0,03","1,88","1,63","1,82","1,72","6.801,00","1.166,92"
CMBB2109,VN0CMBB21096,,"1,10","0,22","0,66","0,72","0,69","0,03","4,55","0,69","0,75","0,71","322,00","22,74"
CMBB2201,VN0CMBB22011,,"4,50","2,30","3,40","3,51","3,51","0,11","3,24","3,49","3,60","3,56","1.721,00","611,88"
CMG,VN000000CMG2,BBG000Q6C4X9,"59,30","51,70","55,50","55,70","59,30","3,80","6,85","55,70","59,30","58,93","3.054,00","17.997,65"
CMSN2104,VN0CMSN21046,,"3,60","1,64","2,62","2,63","2,60","-0,02","-0,76","2,36","2,73","2,55","3.542,00","902,47"
CMSN2108,VN0CMSN21087,,"0,78","0,01","0,29","0,37","0,30","0,01","3,45","0,26","0,37","0,29","3.633,00","105,62"
CMSN2110,VN0CMSN21103,,"1,65","0,01","0,67","0,71","0,63","-0,04","-5,97","0,61","0,72","0,69","1.385,00","95,07"
CMSN2111,VN0CMSN21111,,"2,49","0,01","1,09","1,25","1,05","-0,04","-3,67","0,92","1,25","1,03","29,00","2,98"
CMSN2201,VN0CMSN22010,,"1,37","0,39","0,88","1,03","0,80","-0,08","-9,09","0,80","1,03","0,85","3.036,00","256,82"
CMV,VN000000CMV1,BBG000R2F749,"14,95","13,05","14,00","14,55","14,95","0,95","6,79","14,10","14,95","14,84","62,00","92,03"
CMWG2104,VN0CMWG21042,,"7,67","4,95","6,31","6,30","6,26","-0,05","-0,79","6,20","6,32","6,25","2.486,00","1.554,94"
CMWG2111,VN0CMWG21117,,"1,63","0,01","0,72","0,76","0,75","0,03","4,17","0,72","0,77","0,76","723,00","54,76"
CMWG2113,VN0CMWG21133,,"2,06","0,01","0,55","0,79","0,53","-0,02","-3,64","0,48","0,79","0,53","215,00","11,32"
CMWG2114,VN0CMWG21141,,"1,60","0,10","0,85","0,84","0,90","0,05","5,88","0,84","0,90","0,85","1.517,00","128,97"
CMWG2201,VN0CMWG22016,,"2,82","1,00","1,91","1,92","1,91","0,00","0,00","1,90","1,95","1,91","666,00","127,53"
CMX,VN000000CMX7,BBG0018J9MT8,"20,85","18,15","19,50","19,90","19,50","0,00","0,00","19,40","20,20","19,75","14.033,00","27.709,43"
CNG,VN000000CNG0,BBG002862FH9,"37,60","32,70","35,15","35,50","35,00","-0,15","-0,43","34,80","35,50","35,00","1.017,00","3.559,26"
CNVL2104,VN0CNVL21042,,"0,63","0,01","0,28","0,29","0,29","0,01","3,57","0,28","0,30","0,29","237,00","6,83"
CNVL2201,VN0CNVL22016,,"0,82","0,28","0,55","0,56","0,55","0,00","0,00","0,54","0,58","0,56","2.655,00","147,95"
COM,VN000000COM6,BBG000Q07Q78,"58,80","51,20","55,00","51,20","51,50","-3,50","-6,36","51,20","54,80","52,63","8,00","42,10"
CPDR2103,VN0CPDR21034,,"0,76","0,02","0,39","0,49","0,38","-0,01","-2,56","0,36","0,49","0,38","1.330,00","50,10"
CPDR2201,VN0CPDR22016,,"3,30","0,90","2,10","2,10","2,20","0,10","4,76","2,07","2,20","2,12","890,00","188,90"
CPNJ2109,VN0CPNJ21097,,"0,71","0,15","0,43","0,40","0,40","-0,03","-6,98","0,37","0,42","0,40","1.656,00","66,03"
CPNJ2110,VN0CPNJ21105,,"2,39","0,01","0,96","0,96","0,98","0,02","2,08","0,75","1,00","0,88","18,00","1,58"
CPNJ2201,VN0CPNJ22012,,"3,42","1,64","2,53","2,52","2,46","-0,07","-2,77","2,46","2,57","2,50","1.138,00","284,53"
CRC,VN000000CRC0,BBG00LPH5CG9,"11,35","9,91","10,65","10,65","10,65","0,00","0,00","10,55","10,75","10,62","2.317,00","2.461,55"
CRE,VN000000CRE6,BBG00LPMQ589,"40,65","35,35","38,00","38,30","37,90","-0,10","-0,26","37,90","38,55","38,22","6.788,00","25.946,32"
CSM,VN000000CSM7,BBG000BMBBG4,"19,45","16,95","18,20","18,20","18,10","-0,10","-0,55","18,10","18,40","18,16","697,00","1.266,02"
CSTB2110,VN0CSTB21103,,"0,84","0,28","0,56","0,60","0,58","0,02","3,57","0,56","0,65","0,58","2.109,00","121,66"
CSTB2112,VN0CSTB21129,,"6,10","1,50","3,80","3,80","3,75","-0,05","-1,32","3,62","3,80","3,75","252,00","94,42"
CSTB2201,VN0CSTB22010,,"2,12","1,20","1,66","1,66","1,63","-0,03","-1,81","1,60","1,67","1,63","3.901,00","636,61"
CSTB2202,VN0CSTB22028,,"4,79","2,49","3,64","3,66","3,63","-0,01","-0,27","3,63","3,80","3,67","529,00","193,96"
CSTB2203,VN0CSTB22036,,"2,37","0,85","1,61","1,61","1,55","-0,06","-3,73","1,55","1,65","1,58","3.199,00","506,32"
CSV,VN000000CSV8,BBG00560N050,"60,60","52,80","56,70","57,90","56,00","-0,70","-1,23","54,00","58,90","56,28","6.307,00","35.493,23"
CTCB2105,VN0CTCB21057,,"2,12","0,77","1,45","1,50","1,45","0,00","0,00","1,40","1,55","1,47","1.023,00","150,67"
CTCB2111,VN0CTCB21115,,"1,13","0,01","0,30","0,30","0,29","-0,01","-3,33","0,29","0,30","0,30","92,00","2,76"
CTCB2112,VN0CTCB21123,,"1,32","0,01","0,65","0,74","0,65","0,00","0,00","0,61","0,74","0,65","3.717,00","241,71"
CTCB2201,VN0CTCB22014,,"2,36","0,68","1,53","1,57","1,53","0,00","0,00","1,52","1,57","1,55","1.101,00","170,36"
CTCB2202,VN0CTCB22022,,"1,85","0,50","1,18","1,16","1,09","-0,09","-7,63","1,09","1,20","1,14","628,00","71,79"
CTD,VN000000CTD4,BBG000JWQL67,"92,80","80,80","86,80","87,40","87,20","0,40","0,46","86,80","88,10","87,44","3.298,00","28.837,54"
CTF,VN000000CTF9,BBG00GQ45DG6,"24,00","20,90","22,45","22,45","22,90","0,45","2,00","22,45","22,90","22,70","5.405,00","12.267,24"
CTG,VN000000CTG7,BBG000CYF2P3,"34,20","29,80","32,00","32,30","32,70","0,70","2,19","32,20","32,95","32,69","83.509,00","272.997,09"
CTI,VN000000CTI3,BBG000QD0001,"26,00","22,60","24,30","24,40","24,40","0,10","0,41","24,25","25,00","24,59","10.841,00","26.655,90"
CTPB2101,VN0CTPB21018,,"3,03","1,55","2,29","2,18","2,28","-0,01","-0,44","2,16","2,31","2,18","271,00","59,14"
CTPB2201,VN0CTPB22016,,"2,16","0,80","1,48","1,48","1,53","0,05","3,38","1,45","1,55","1,48","1.507,00","223,40"
CTR,VN000000CTR4,BBG00J25X052,"104,00","90,40","97,20","97,60","97,70","0,50","0,51","96,30","99,20","97,65","7.338,00","71.657,57"
CTS,VN000000CTS2,BBG000NPLGW4,"39,05","33,95","36,50","36,80","36,45","-0,05","-0,14","36,40","36,90","36,64","2.791,00","10.227,07"
CVHM2111,VNOCVHM21117,,"0,42","0,01","0,17","0,11","0,16","-0,01","-5,88","0,11","0,18","0,16","3.654,00","60,24"
CVHM2113,VN0CVHM21133,,"1,67","0,01","0,65","0,68","0,65","0,00","0,00","0,62","0,71","0,68","2.983,00","203,65"
CVHM2114,VN0CVHM21141,,"0,50","0,01","0,19","0,19","0,16","-0,03","-15,79","0,16","0,22","0,19","2.226,00","42,60"
CVHM2115,VN0CVHM21158,,"0,95","0,01","0,44","0,44","0,44","0,00","0,00","0,44","0,48","0,45","3.766,00","170,82"
CVHM2201,VN0CVHM22016,,"0,95","0,33","0,64","0,63","0,64","0,00","0,00","0,61","0,68","0,63","2.143,00","135,95"
CVHM2202,VN0CVHM22024,,"1,32","0,06","0,69","0,73","0,69","0,00","0,00","0,69","0,77","0,75","810,00","60,39"
CVHM2203,VN0CVHM22032,,"1,39","0,37","0,88","0,91","0,90","0,02","2,27","0,87","0,94","0,92","903,00","83,00"
CVIC2106,VN0CVIC21066,,"0,44","0,01","0,17","0,15","0,18","0,01","5,88","0,15","0,18","0,16","245,00","3,94"
CVIC2107,VN0CVIC210074,,"0,70","0,01","0,16","0,16","0,16","0,00","0,00","0,13","0,19","0,16","1.267,00","20,13"
CVIC2108,VN0CVIC21082,,"0,54","0,01","0,21","0,21","0,21","0,00","0,00","0,19","0,21","0,20","74,00","1,46"
CVIC2109,VN0CVIC21090,,"1,43","0,01","0,35","0,40","0,36","0,01","2,86","0,35","0,40","0,38","239,00","8,97"
CVIC2110,VN0CVIC21108,,"0,68","0,01","0,14","0,14","0,13","-0,01","-7,14","0,13","0,16","0,14","1.987,00","28,23"
CVIC2201,VN0CVIC22015,,"1,10","0,44","0,77","0,76","0,77","0,00","0,00","0,76","0,79","0,78","296,00","23,23"
CVJC2103,VN0CVJC21031,,"1,59","0,57","1,08","1,08","1,00","-0,08","-7,41","0,97","1,08","1,01","1.153,00","116,13"
CVNM2111,VN0CVNM21115,,"0,40","0,01","0,13","0,14","0,12","-0,01","-7,69","0,12","0,14","0,12","2.159,00","26,02"
CVNM2112,VN0CVNM21123,,"0,78","0,01","0,10","0,07","0,09","-0,01","-10,00","0,07","0,10","0,09","3.042,00","28,47"
CVNM2113,VN0CVNM21131,,"0,49","0,01","0,15","0,15","0,13","-0,02","-13,33","0,13","0,15","0,14","2.815,00","39,81"
CVNM2114,VN0CVNM21149,,"1,44","0,01","0,35","0,37","0,35","0,00","0,00","0,30","0,40","0,33","181,00","5,94"
CVNM2201,VN0CVNM22014,,"0,99","0,31","0,65","0,64","0,67","0,02","3,08","0,64","0,67","0,64","1.499,00","96,17"
CVNM2202,VN0CVNM22022,,"1,44","0,36","0,90","0,90","0,87","-0,03","-3,33","0,87","0,91","0,88","1.410,00","123,81"
CVPB2110,VN0CVPB21105,,"1,75","0,01","0,61","0,49","0,57","-0,04","-6,56","0,45","0,58","0,50","889,00","44,07"
CVPB2111,VN0CVPB21113,,"2,31","1,05","1,68","1,68","1,59","-0,09","-5,36","1,59","1,70","1,67","1.400,00","233,77"
CVPB2201,VN0CVPB22012,,"1,92","0,90","1,41","1,40","1,40","-0,01","-0,71","1,40","1,52","1,42","891,00","126,23"
CVRE2105,VN0CVRE21055,,"1,33","0,45","0,89","0,88","0,91","0,02","2,25","0,88","0,92","0,89","2.690,00","239,99"
CVRE2110,VN0CVRE21105,,"0,90","0,36","0,63","0,65","0,65","0,02","3,17","0,62","0,66","0,65","555,00","36,26"
CVRE2113,VN0CVRE21139,,"1,15","0,05","0,60","0,60","0,60","0,00","0,00","0,45","0,60","0,56","376,00","21,10"
CVRE2114,VN0CVRE2114,,"4,09","0,01","1,89","1,95","1,98","0,09","4,76","1,90","2,01","1,95","391,00","76,28"
CVRE2201,VN0CVRE22012,,"1,83","0,73","1,28","1,30","1,29","0,01","0,78","1,27","1,31","1,29","1.466,00","188,71"
CVRE2202,VN0CVRE22020,,"1,74","0,28","1,01","1,06","1,03","0,02","1,98","1,03","1,08","1,06","447,00","47,32"
CVT,VN000000CVT6,BBG000Q9KQS1,"48,15","41,85","45,00","44,90","46,00","1,00","2,22","44,70","46,10","45,06","159,00","716,44"
D2D,VN000000D2D0,BBG000RSQZC9,"64,70","56,30","60,50","61,60","60,90","0,40","0,66","60,40","61,60","60,69","637,00","3.866,26"
DAG,VN000000DAG5,BBG000QMJMD9,"14,25","12,45","13,35","13,35","13,20","-0,15","-1,12","12,95","13,35","13,18","11.443,00","15.085,69"
DAH,VN000000DAH3,BBG00DXBD7V6,"15,30","13,30","14,30","14,50","14,40","0,10","0,70","14,25","14,90","14,48","13.633,00","19.742,98"
DAT,VN000000DAT8,BBG009LKLCL9,"24,05","20,95","22,50","23,25","21,85","-0,65","-2,89","20,95","24,05","21,67","650,00","1.408,74"
DBC,VN000000DBC2,BBG000TDDSL0,"79,50","69,10","74,30","75,00","74,40","0,10","0,13","74,10","75,10","74,53","5.139,00","38.300,52"
DBD,VN000000DBD0,BBG00DK7HNN9,"57,40","49,95","53,70","53,70","53,70","0,00","0,00","53,50","53,70","53,61","589,00","3.157,76"
DBT,VN000000DBT6,BBG000TFWS70,"15,90","13,90","14,90","14,90","14,90","0,00","0,00","14,75","14,90","14,85","221,00","328,22"
DC4,VN000000DC49,BBG000K04QW9,"27,15","23,65","25,40","25,40","25,40","0,00","0,00","25,20","25,60","25,46","1.423,00","3.623,61"
DCL,VN000000DCL1,BBG000CTDG48,"38,70","33,70","36,20","35,80","36,00","-0,20","-0,55","35,50","36,40","36,12","1.467,00","5.298,33"
DCM,VN000000DCM9,BBG008D1PSP9,"46,85","40,75","43,80","44,10","40,80","-3,00","-6,85","40,75","44,30","41,65","136.979,00","570.514,81"
DGC,VN000000DGC1,BBG003QTZ0W7,"202,20","175,80","189,00","190,60","185,60","-3,40","-1,80","181,90","191,00","186,49","15.995,00","298.291,80"
DGW,VN000000DGW9  ,BBG009PTZWQ2,"125,00","108,80","116,90","118,00","125,00","8,10","6,93","118,00","125,00","123,34","13.223,00","163.093,82"
DHA,VN000000DHA3,BBG000MC1S96,"56,20","48,95","52,60","52,70","52,60","0,00","0,00","52,60","53,20","52,89","689,00","3.643,92"
DHC,VN000000DHC9,BBG000NDCKV3,"78,50","68,30","73,40","74,90","73,50","0,10","0,14","71,20","74,90","73,15","2.673,00","19.553,28"
DHG,VN000000DHG0,BBG000QKBYX3,"116,30","101,10","108,70","111,00","109,00","0,30","0,28","108,10","111,00","109,25","89,00","972,31"
DHM,VN000000DHM8,BBG0036JDQP6,"13,20","11,50","12,35","12,40","12,55","0,20","1,62","12,35","12,60","12,48","4.899,00","6.111,79"
DIG,VN000000DIG8,BBG000TW9MF3,"96,70","84,10","90,40","91,00","91,60","1,20","1,33","90,90","92,50","91,67","29.824,00","273.408,49"
DLG,VN000000DLG2,BBG000R1SL00,"7,86","6,84","7,35","7,40","7,72","0,37","5,03","7,40","7,80","7,68","121.360,00","93.191,26"
